1,0.00200
2,0.00000
3,0.00100
4,0.00100
5,0.00200
6,0.00200
7,0.00200
8,0.00100
9,0.00200
10,0.00200
11,0.00300
12,0.00300
13,0.00500
14,0.00300
15,0.00300
16,0.00500
17,0.00400
18,0.00400
19,0.00400
20,0.00400
21,0.00400
22,0.00500
23,0.00500
24,0.00600
25,0.00500
26,0.00500
27,0.00400
28,0.00500
29,0.00600
30,0.00600
31,0.00700
32,0.00800
33,0.00700
34,0.00700
35,0.00900
36,0.00800
37,0.00800
38,0.00800
39,0.00800
40,0.00800
41,0.01000
42,0.01000
43,0.00800
44,0.01000
45,0.01000
46,0.01100
47,0.00800
48,0.01500
49,0.03600
50,0.01300
51,0.01500
52,0.01500
53,0.00700
54,0.00900
55,0.00900
56,0.00900
57,0.01000
58,0.01000
59,0.01900
60,0.01400
61,0.00900
62,0.01100
63,0.01000
64,0.00900
65,0.01700
66,0.01200
67,0.01900
68,0.01200
69,0.01200
70,0.01200
71,0.01200
72,0.01200
73,0.01200
74,0.02000
75,0.01200
76,0.01400
77,0.01600
78,0.01300
79,0.01600
80,0.01300
81,0.01400
82,0.01300
83,0.01400
84,0.01400
85,0.01400
86,0.01200
87,0.01100
88,0.01500
89,0.01500
90,0.01500
91,0.01500
92,0.01600
93,0.01600
94,0.01500
95,0.01700
96,0.01400
97,0.01800
98,0.01500
99,0.01800
100,0.02300
101,0.01700
102,0.01600
103,0.01700
104,0.01800
105,0.02000
106,0.01600
107,0.01800
108,0.01900
109,0.01900
110,0.01900
111,0.01800
112,0.02200
113,0.02000
114,0.01800
115,0.14800
116,0.02200
117,0.02100
118,0.02100
119,0.02100
120,0.02400
121,0.01800
122,0.02200
123,0.02200
124,0.02000
125,0.02300
126,0.02500
127,0.02300
128,0.02200
129,0.02400
130,0.02400
131,0.02400
132,0.02100
133,0.03700
134,0.02000
135,0.01800
136,0.01800
137,0.01700
138,0.01900
139,0.01800
140,0.02100
141,0.02300
142,0.02200
143,0.02100
144,0.02100
145,0.02100
146,0.02500
147,0.02000
148,0.02200
149,0.02300
150,0.02700
151,0.02400
152,0.02200
153,0.02800
154,0.02400
155,0.02400
156,0.02300
157,0.02600
158,0.02400
159,0.02300
160,0.02600
161,0.02300
162,0.02200
163,0.02400
164,0.02700
165,0.03300
166,0.02200
167,0.02500
168,0.02800
169,0.02500
170,0.02900
171,0.02800
172,0.02800
173,0.02700
174,0.02900
175,0.02600
176,0.02600
177,0.02700
178,0.02700
179,0.03100
180,0.03200
181,0.02200
182,0.02300
183,0.02400
184,0.02400
185,0.02400
186,0.02300
187,0.02400
188,0.02600
189,0.02600
190,0.02700
191,0.02500
192,0.02800
193,0.02100
194,0.02000
195,0.02300
196,0.02400
197,0.02800
198,0.02500
199,0.02500
200,0.02300
201,0.02700
202,0.02600
203,0.02600
204,0.02400
205,0.02600
206,0.02900
207,0.02800
208,0.02700
209,0.02500
210,0.02700
211,0.02700
212,0.02700
213,0.02800
214,0.02800
215,0.02600
216,0.02800
217,0.02800
218,0.02700
219,0.02400
220,0.02800
221,0.02800
222,0.03100
223,0.02700
224,0.02400
225,0.02400
226,0.02600
227,0.02200
228,0.02000
229,0.02300
230,0.02200
231,0.02600
232,0.02500
233,0.02600
234,0.02500
235,0.02500
236,0.02400
237,0.02800
238,0.02500
239,0.02500
240,0.02400
241,0.02500
242,0.02600
243,0.02600
244,0.02500
245,0.02700
246,0.02900
247,0.02900
248,0.02800
249,0.02500
250,0.02800
251,0.02700
252,0.02700
253,0.02600
254,0.02700
255,0.02600
256,0.02600
257,0.02900
258,0.02800
259,0.03100
260,0.03000
261,0.02900
262,0.03000
263,0.03100
264,0.02600
265,0.02600
266,0.02400
267,0.02300
268,0.02300
269,0.02400
270,0.02500
271,0.02500
272,0.02500
273,0.02300
274,0.02600
275,0.02700
276,0.02600
277,0.02700
278,0.02900
279,0.02700
280,0.02900
281,0.02900
282,0.03000
283,0.03000
284,0.02600
285,0.02900
286,0.02800
287,0.02700
288,0.02900
289,0.02800
290,0.02600
291,0.03200
292,0.02900
293,0.03000
294,0.03700
295,0.03300
296,0.06800
297,0.03900
298,0.03900
299,0.03500
300,0.04000
301,0.06400
302,0.04900
303,0.03300
