1,0.00100
2,0.00100
3,0.00100
4,0.00000
5,0.00100
6,0.00100
7,0.00100
8,0.00100
9,0.00100
10,0.00100
11,0.00200
12,0.00100
13,0.00200
14,0.00100
15,0.00200
16,0.00300
17,0.00200
18,0.00200
19,0.00200
20,0.00200
21,0.00200
22,0.00200
23,0.00200
24,0.00400
25,0.00400
26,0.00500
27,0.00500
28,0.01900
29,0.00400
30,0.00400
31,0.00400
32,0.00500
33,0.00500
34,0.00500
35,0.00600
36,0.00600
37,0.00600
38,0.00300
39,0.00300
40,0.00400
41,0.00400
42,0.00400
43,0.00400
44,0.00400
45,0.00500
46,0.00500
47,0.00500
48,0.00500
49,0.00500
50,0.00600
51,0.00500
52,0.00600
53,0.00600
54,0.00600
55,0.00600
56,0.00600
57,0.00700
58,0.00800
59,0.00800
60,0.00800
61,0.00800
62,0.00900
63,0.00800
64,0.00900
65,0.00900
66,0.01000
67,0.00900
68,0.00900
69,0.01000
70,0.01000
71,0.01100
72,0.01100
73,0.01100
74,0.01100
75,0.01100
76,0.01200
77,0.01200
78,0.01200
79,0.01300
80,0.01300
81,0.01400
82,0.01400
83,0.01600
84,0.01500
85,0.01600
86,0.01600
87,0.01600
88,0.01600
89,0.01700
90,0.01800
91,0.01800
92,0.01800
93,0.01900
94,0.02000
95,0.02000
96,0.02000
97,0.02100
98,0.02100
99,0.02400
100,0.02100
101,0.02300
102,0.02300
103,0.02400
104,0.02400
105,0.02400
106,0.02400
107,0.02400
108,0.02600
109,0.03700
110,0.04300
111,0.02800
112,0.02800
113,0.02900
114,0.02900
115,0.02900
116,0.03000
117,0.03100
118,0.03100
119,0.04300
120,0.03200
121,0.03300
122,0.03300
123,0.03400
124,0.03400
125,0.03400
126,0.03500
127,0.03600
128,0.03600
129,0.03600
130,0.05600
131,0.06400
132,0.04300
133,0.04500
134,0.03000
135,0.03600
136,0.04100
137,0.03100
138,0.03200
139,0.03300
140,0.03300
141,0.03300
142,0.03400
143,0.03400
144,0.04200
145,0.03500
146,0.03600
147,0.03700
148,0.03700
149,0.03700
150,0.03700
151,0.03800
152,0.03800
153,0.03900
154,0.03900
155,0.04000
156,0.04100
157,0.04100
158,0.04100
159,0.04300
160,0.04300
161,0.04300
162,0.04400
163,0.04400
164,0.04500
165,0.04500
166,0.04600
167,0.04600
168,0.04700
169,0.04700
170,0.04800
171,0.04900
172,0.05000
173,0.05000
174,0.05100
175,0.05100
176,0.05200
177,0.05200
178,0.05300
179,0.05300
180,0.05400
181,0.07200
182,0.09000
183,0.10000
184,0.07200
185,0.07800
186,0.08000
187,0.08100
188,0.08000
189,0.07400
190,0.08300
191,0.08700
192,0.06900
193,0.10400
194,0.08200
195,0.08600
196,0.08700
197,0.08900
198,0.09400
199,0.09600
200,0.09900
201,0.10400
202,0.08000
203,0.09600
204,0.09700
205,0.09700
206,0.08200
207,0.05800
208,0.06100
209,0.07100
210,0.06200
211,0.06500
212,0.07700
213,0.06500
214,0.07200
215,0.09300
216,0.05900
217,0.06100
218,0.06300
219,0.08700
220,0.05900
221,0.05900
222,0.06200
223,0.07300
224,0.06400
225,0.08700
226,0.06000
227,0.09700
228,0.06200
229,0.06100
230,0.06500
231,0.06400
232,0.06300
233,0.06500
234,0.07000
235,0.06700
236,0.06600
237,0.06800
238,0.06300
239,0.06500
240,0.06500
241,0.06600
242,0.07200
243,0.06700
244,0.07900
245,0.06800
246,0.08900
247,0.07000
248,0.07100
249,0.07100
250,0.07100
251,0.08200
252,0.06700
253,0.06700
254,0.06800
255,0.06700
256,0.06800
257,0.07600
258,0.06900
259,0.06700
260,0.06700
261,0.06800
262,0.08100
263,0.06900
264,0.12300
265,0.10200
266,0.08400
267,0.07000
268,0.07100
269,0.07600
270,0.07100
271,0.08000
272,0.07100
273,0.07100
274,0.07400
275,0.07300
276,0.07400
277,0.07400
278,0.07600
279,0.07500
280,0.07600
281,0.07700
282,0.07800
283,0.07800
284,0.07900
285,0.11200
286,0.08700
287,0.07900
288,0.08000
289,0.08100
290,0.08100
291,0.08100
292,0.08300
293,0.08200
294,0.08300
295,0.08300
296,0.12000
297,0.08700
298,0.08500
299,0.08500
300,0.08700
301,0.08600
302,0.08700
303,0.08800
304,0.08800
305,0.08900
306,0.08900
307,0.09000
308,0.09000
309,0.09100
310,0.09200
311,0.11400
312,0.12700
313,0.09300
314,0.09400
315,0.09500
316,0.09500
317,0.09700
318,0.09700
319,0.09700
320,0.09800
321,0.09900
322,0.09900
323,0.09900
324,0.10100
325,0.11600
326,0.10100
327,0.10200
328,0.10200
329,0.10300
330,0.10400
331,0.10500
332,0.10500
333,0.10600
334,0.10600
335,0.10700
336,0.10800
337,0.10800
338,0.10900
339,0.11000
340,0.10900
341,0.11900
342,0.15600
343,0.11200
344,0.11200
345,0.11300
346,0.11500
347,0.11500
348,0.12400
349,0.18300
350,0.11800
351,0.11900
352,0.12000
353,0.12100
354,0.12700
355,0.13300
356,0.12300
357,0.13300
358,0.12500
359,0.12500
360,0.12600
361,0.13800
362,0.16200
363,0.12900
364,0.13700
365,0.13100
366,0.13200
